,0,1,2,3
LECT2,135290671,135290671,-,chr5
SLC25A48,135170386,135170386,+,chr5
DDX46,134094469,134094469,+,chr5
IL9,135231530,135231530,-,chr5
TIMD4,156390237,156390237,-,chr5
RNF145,158636561,158636561,-,chr5
C1QTNF2,159797633,159797633,-,chr5
GABRA6,161112727,161112727,+,chr5
GABRB2,160973731,160973731,-,chr5
FBXO38,147763554,147763554,+,chr5
SPINK7,147691989,147691989,+,chr5
PCYOX1L,148737609,148737609,+,chr5
GLRA1,151304396,151304396,-,chr5
TNIP1,150460567,150460567,-,chr5
G3BP1,151151515,151151515,+,chr5
ZNF300,150284540,150284540,-,chr5
N4BP3,177540533,177540533,+,chr5
NHP2,177580867,177580867,-,chr5
RMND5B,177558018,177558018,+,chr5
BOD1,173043653,173043653,-,chr5
CPLX2,175298581,175298581,+,chr5
TENM2,167181934,167181934,+,chr5
KCNMB1,169816371,169816371,-,chr5
FAM50B,3849607,3849607,+,chr6
MYLK4,2751154,2751154,-,chr6
C6ORF50,3982909,3982909,+,chr6
FAM217A,4079364,4079364,-,chr6
TBC1D7,13328769,13328769,-,chr6
FARS2,5261759,5261759,+,chr6
GFOD1,13487832,13487832,-,chr6
CDKAL1,20534712,20534712,+,chr6
PSD2,139175393,139175393,+,chr5
ZMAT2,140080033,140080033,+,chr5
GFRA3,137610310,137610310,-,chr5
KLHL3,137071778,137071778,-,chr5
DCDC2,24358156,24358156,-,chr6
SLC17A4,25754970,25754970,+,chr6
HIST1H2BA,25727005,25727005,+,chr6
TRIM7,180632196,180632196,-,chr5
TRIM41,180650281,180650281,+,chr5
HIGD2A,175815752,175815752,+,chr5
FAM193B,176981564,176981564,-,chr5
PLA2G7,46703112,46703112,-,chr6
TNFRSF21,47277641,47277641,-,chr6
RNF44,175964861,175964861,-,chr5
MUT,49430966,49430966,-,chr6
RASGEF1C,179636201,179636201,-,chr5
DOK3,176936590,176936590,-,chr5
ABT1,26597204,26597204,+,chr6
PPP1R18,30654422,30654422,-,chr6
DAAM2,39760152,39760152,+,chr6
PRIM2,57182428,57182428,+,chr6
MLIP,53883768,53883768,+,chr6
HMGCLL1,55443883,55443883,-,chr6
LGSN,64029888,64029888,-,chr6
FGD2,36973431,36973431,+,chr6
SCUBE3,35181809,35181809,+,chr6
ANO7,242157668,242157668,+,chr2
CRIP3,43276564,43276564,-,chr6
TTBK1,43211229,43211229,+,chr6
TCTE1,44265425,44265425,-,chr6
RPL7L1,42847381,42847381,+,chr6
NFKBIE,44233285,44233285,-,chr6
CYP39A1,46620555,46620555,-,chr6
TPBG,83073534,83073534,+,chr6
IRAK1BP1,79577268,79577268,+,chr6
PHIP,79787936,79787936,-,chr6
PRSS35,84222255,84222255,+,chr6
MMS22L,97731092,97731092,-,chr6
FAXC,99797533,99797533,-,chr6
GABRR1,89927077,89927077,-,chr6
PNRC1,89790470,89790470,+,chr6
PM20D2,89855809,89855809,+,chr6
RARS2,88299695,88299695,-,chr6
SCML4,108145517,108145517,-,chr6
TBC1D32,121655626,121655626,-,chr6
CLVS2,123317383,123317383,+,chr6
GPR6,110299514,110299514,+,chr6
RNF217,125283188,125283188,+,chr6
RSPO3,127439816,127439816,+,chr6
ARHGAP18,130031307,130031307,-,chr6
TAAR2,132945414,132945414,-,chr6
TAAR6,132891461,132891461,+,chr6
TAAR8,132873832,132873832,+,chr6
ABRACL,139349882,139349882,+,chr6
TAAR1,132967142,132967142,-,chr6
SLC18B1,133119776,133119776,-,chr6
MTFR2,136571446,136571446,-,chr6
SLC2A12,134373758,134373758,-,chr6
SHPRH,146285494,146285494,-,chr6
AIG1,143382039,143382039,+,chr6
DYNLT1,159065771,159065771,-,chr6
TIAM2,155316449,155316449,+,chr6
TMEM181,158957687,158957687,+,chr6
PNLDC1,160221318,160221318,+,chr6
WTAP,160148538,160148538,+,chr6
ZMYM4,35734310,35734310,+,chr1
VIP,153071932,153071932,+,chr6
ARMT1,151773625,151773625,+,chr6
SLC22A3,160769410,160769410,+,chr6
LINC01558,168197552,168197552,-,chr6
VWDE,12443511,12443511,-,chr7
GNA12,2883942,2883942,-,chr7
C7orf50,1068005,1068005,-,chr7
SDK1,3340884,3340884,+,chr7
CCZ1B,6866874,6866874,-,chr7
C7orf26,6629652,6629652,+,chr7
CREB5,28725754,28725754,+,chr7
FERD3L,19185482,19185482,-,chr7
EGFR,55086710,55086710,+,chr7
CDCA5,64851512,64851512,-,chr11
IGFBP3,45960871,45960871,-,chr7
PURB,44925080,44925080,-,chr7
IGFBP1,45928087,45928087,+,chr7
SSC4D,76039006,76039006,-,chr7
MDH2,75677424,75677424,+,chr7
POMZP3,76256578,76256578,-,chr7
GBAS,56032278,56032278,+,chr7
CCT6A,56119458,56119458,+,chr7
PSPH,56101864,56101864,-,chr7
TRIM50,72742085,72742085,-,chr7
ZNF92,64838768,64838768,+,chr7
ATXN7L1,105516937,105516937,-,chr7
TMEM168,112430448,112430448,-,chr7
ASB15,123241875,123241875,+,chr7
C7orf43,99756325,99756325,-,chr7
SLC12A9,100450377,100450377,+,chr7
GIGYF1,100287071,100287071,-,chr7
TRIM4,99517153,99517153,-,chr7
MEPCE,100026413,100026413,+,chr7
ZAN,100331249,100331249,+,chr7
TMEM209,129845246,129845246,-,chr7
AGBL3,134671259,134671259,+,chr7
STRA8,134916731,134916731,+,chr7
ZC3HAV1L,138720786,138720786,-,chr7
TMEM140,134832839,134832839,+,chr7
TLK2,60536023,60536023,+,chr17
EPHA1,143105949,143105949,-,chr7
NOM1,156742428,156742428,+,chr7
CNPY1,155326557,155326557,-,chr7
NCAPG2,158497494,158497494,-,chr7
ASB10,150884865,150884865,-,chr7
NLGN4X,6146905,6146905,-,chrX
SHROOM2,9754469,9754469,+,chrX
RAB19,140103858,140103858,+,chr7
LUC7L2,139044702,139044702,+,chr7
DENND2A,140340611,140340611,-,chr7
TMEM27,15682928,15682928,-,chrX
SH3KBP1,19905672,19905672,-,chrX
TMEM47,34675402,34675402,-,chrX
LANCL3,37430914,37430914,+,chrX
SYTL5,37865806,37865806,+,chrX
CASK,41782736,41782736,-,chrX
KDM6A,44732434,44732434,+,chrX
SPIN2A,57164058,57164058,-,chrX
MSN,64887521,64887521,+,chrX
AKAP4,49965023,49965023,-,chrX
CCNB3,49969433,49969433,+,chrX
HDAC8,71792666,71792666,-,chrX
SLC16A2,73641328,73641328,+,chrX
CXorf36,45060101,45060101,-,chrX
ZNF157,47229982,47229982,+,chrX
ZNF182,47863388,47863388,-,chrX
CHST7,46433200,46433200,+,chrX
KRBOX4,46306732,46306732,+,chrX
NDUFB11,47004090,47004090,-,chrX
ZNF41,47342608,47342608,-,chrX
RAB41,69501943,69501943,+,chrX
ZMYM3,70473990,70473990,-,chrX
TAF1,70586210,70586210,+,chrX
GPR174,78426469,78426469,+,chrX
NONO,70503485,70503485,+,chrX
CCDC120,48911101,48911101,+,chrX
LPAR4,78003217,78003217,+,chrX
EBP,48380225,48380225,+,chrX
AWAT2,69269788,69269788,-,chrX
OGT,70752954,70752954,+,chrX
SNX12,70288184,70288184,-,chrX
ITGB1BP2,70521600,70521600,+,chrX
IL2RG,70331425,70331425,-,chrX
ACRC,70798287,70798287,+,chrX
ZNF711,84498997,84498997,+,chrX
CPXCR1,88002226,88002226,+,chrX
DIAPH2,95939841,95939841,+,chrX
NXF3,102348065,102348065,-,chrX
RIPPLY1,106146570,106146570,-,chrX
PRPS1,106871745,106871745,+,chrX
CXorf57,105855211,105855211,+,chrX
FRMPD3,106765680,106765680,+,chrX
HTR2C,113818559,113818559,+,chrX
DOCK11,117629778,117629778,+,chrX
IGSF1,130423260,130423260,-,chrX
ARHGAP36,130192320,130192320,+,chrX
GPC3,133119621,133119621,-,chrX
GPR119,129519642,129519642,-,chrX
RBMX,135962884,135962884,-,chrX
MCPH1,6264148,6264148,+,chr8
MFHAS1,8751130,8751130,-,chr8
FBXO25,356958,356958,+,chr8
FATE1,150884507,150884507,+,chrX
MAGEA4,151081361,151081361,+,chrX
NSDHL,151999607,151999607,+,chrX
ZNF185,152086409,152086409,+,chrX
CETN2,151999301,151999301,-,chrX
RPL10,153626718,153626718,+,chrX
CSGALNACT1,19614782,19614782,-,chr8
ATP6V1B2,20054892,20054892,+,chr8
CCDC25,27630144,27630144,-,chr8
HMBOX1,28747912,28747912,+,chr8
CHRNB3,42552519,42552519,+,chr8
CHRNA6,42623681,42623681,-,chr8
GNRH1,25281777,25281777,-,chr8
BIN3,22526634,22526634,-,chr8
DOK2,21771201,21771201,-,chr8
SLC25A37,23386469,23386469,+,chr8
CHMP7,23104154,23104154,+,chr8
DOCK5,25042230,25042230,+,chr8
STAR,38008470,38008470,-,chr8
PROSC,37620112,37620112,+,chr8
ERLIN2,37594152,37594152,+,chr8
SNTG1,50823967,50823967,+,chr8
PXDNL,52722005,52722005,-,chr8
ST18,53322316,53322316,-,chr8
RGS20,54793576,54793576,+,chr8
TACC1,38644755,38644755,+,chr8
GOLGA7,41348101,41348101,+,chr8
PLPP5,38126732,38126732,-,chr8
GINS4,41386780,41386780,+,chr8
WHSC1L1,38239781,38239781,-,chr8
DNAJC5B,66933795,66933795,+,chr8
CRH,67090698,67090698,-,chr8
TRIM55,67039364,67039364,+,chr8
ADHFE1,67344740,67344740,+,chr8
MRPS28,80942492,80942492,-,chr8
PMP2,82359674,82359674,-,chr8
LACTB2,71581410,71581410,-,chr8
PRDM14,70983483,70983483,-,chr8
TERF1,73921099,73921099,+,chr8
RPL7,74205867,74205867,-,chr8
SLC26A7,92261547,92261547,+,chr8
PSKH2,87081893,87081893,-,chr8
ATP6V0D2,87111139,87111139,+,chr8
SYBU,110657046,110657046,-,chr8
DPYS,105479283,105479283,-,chr8
MTDH,98656412,98656412,+,chr8
LRP12,105601486,105601486,-,chr8
EBAG9,110552413,110552413,+,chr8
RSPO2,109095845,109095845,-,chr8
POLR2K,101162864,101162864,+,chr8
MAL2,120220617,120220617,+,chr8
EIF3H,117768062,117768062,-,chr8
UTP23,117778763,117778763,+,chr8
NDUFB9,125551364,125551364,+,chr8
TATDN1,125551325,125551325,-,chr8
FAM83A,124194944,124194944,+,chr8
GSDMC,130798848,130798848,-,chr8
FAM135B,139509504,139509504,-,chr8
TTTY7,6317509,6317509,+,chrY
TTTY7B,9552871,9552871,-,chrY
ZNF7,146052945,146052945,+,chr8
ARHGAP39,145831201,145831201,-,chr8
SLC39A4,145638969,145638969,-,chr8
NAPRT,144660500,144660500,-,chr8
VLDLR,2621787,2621787,+,chr9
AK3,4741202,4741202,-,chr9
UHRF2,6413205,6413205,+,chr9
NFIB,14314590,14314590,-,chr9
CER1,14722731,14722731,-,chr9
PLIN2,19127490,19127490,-,chr9
IFNA5,21305311,21305311,-,chr9
HAUS6,19102902,19102902,-,chr9
CDKN2B,22009304,22009304,-,chr9
IFNA16,21217310,21217310,-,chr9
CDKN2A,21994387,21994387,-,chr9
C9orf72,27573479,27573479,-,chr9
IFNK,27524543,27524543,+,chr9
ZCCHC7,37120571,37120571,+,chr9
FBXO10,37576347,37576347,-,chr9
SPATA31A3,40700291,40700291,+,chr9
SIGMAR1,34637784,34637784,-,chr9
CBWD5,70497240,70497240,-,chr9
CEP78,80850997,80850997,+,chr9
NTRK2,87284688,87284688,+,chr9
IDNK,86238058,86238058,+,chr9
SHC3,91793733,91793733,-,chr9
AUH,94124178,94124178,-,chr9
HIATL1,97136851,97136851,+,chr9
C9orf3,97767271,97767271,+,chr9
PLPPR1,103791017,103791017,+,chr9
OR13C4,107289490,107289490,-,chr9
ZNF462,109625447,109625447,+,chr9
INIP,115480397,115480397,-,chr9
UGCG,114659094,114659094,+,chr9
ACTL7B,111619247,111619247,-,chr9
SNX30,115513046,115513046,+,chr9
STOM,124132526,124132526,-,chr9
GSN,124030442,124030442,+,chr9
MRRF,125027173,125027173,+,chr9
NR6A1,127533527,127533527,-,chr9
CRB2,126118476,126118476,+,chr9
OR5C1,125551212,125551212,+,chr9
ALAD,116163564,116163564,-,chr9
ASTN2,120177330,120177330,-,chr9
WDR31,116102534,116102534,-,chr9
POLE3,116172626,116172626,-,chr9
SURF4,136242931,136242931,-,chr9
GBGT1,136039301,136039301,-,chr9
SURF1,136223344,136223344,-,chr9
SURF2,136223454,136223454,+,chr9
SURF6,136203025,136203025,-,chr9
MED22,136214951,136214951,-,chr9
REXO4,136283103,136283103,-,chr9
RPL7A,136215073,136215073,+,chr9
GTF3C5,135906387,135906387,+,chr9
ASB6,132404418,132404418,-,chr9
PTGES2,130890005,130890005,-,chr9
NTMT1,132388462,132388462,+,chr9
CIZ1,130953851,130953851,-,chr9
SLC25A25,130830513,130830513,+,chr9
SH3GLB2,131790610,131790610,-,chr9
FAM73B,131798929,131798929,+,chr9
PTGES,132515321,132515321,-,chr9
LCN2,130911732,130911732,+,chr9
LRSAM1,130213789,130213789,+,chr9
HMCN2,133046882,133046882,+,chr9
GPR107,132816186,132816186,+,chr9
C9orf142,139886886,139886886,+,chr9
IDI2,1071799,1071799,-,chr10
INPP5E,139334285,139334285,-,chr9
LCN9,138555155,138555155,+,chr9
SEC16A,139378235,139378235,-,chr9
DPH7,140473352,140473352,-,chr9
NOTCH1,139440500,139440500,-,chr9
CACNA1B,140772234,140772234,+,chr9
NACC2,138987132,138987132,-,chr9
PROSER2,11865383,11865383,+,chr10
USP6NL,11653604,11653604,-,chr10
COMMD3,22605338,22605338,+,chr10
MSRB2,23384508,23384508,+,chr10
PDSS1,26986630,26986630,+,chr10
FAM171A1,15413114,15413114,-,chr10
FAM188A,15902506,15902506,-,chr10
SLC39A12,18240849,18240849,+,chr10
TMEM236,18041218,18041218,+,chr10
RSU1,16859405,16859405,-,chr10
ST8SIA6,17496591,17496591,-,chr10
PARD3,35104224,35104224,-,chr10
ANKRD30A,37414526,37414526,+,chr10
ZEB1,31608145,31608145,+,chr10
FAM13C,61122307,61122307,-,chr10
NRBF2,64893099,64893099,+,chr10
A1CF,52645387,52645387,-,chr10
CDHR1,85954296,85954296,+,chr10
LRIT1,86001271,86001271,-,chr10
RGR,86004809,86004809,+,chr10
POLR3A,79789273,79789273,-,chr10
HERC4,69835040,69835040,-,chr10
C10orf11,77191382,77191382,+,chr10
CAMK2G,75634301,75634301,-,chr10
ADIRF,88728239,88728239,+,chr10
GLUD1,88854600,88854600,-,chr10
ANKRD1,92680844,92680844,-,chr10
HTR7,92617757,92617757,-,chr10
RPP30,92631731,92631731,+,chr10
FRA10AC1,95462340,95462340,-,chr10
ADD3,111767742,111767742,+,chr10
HABP2,115312813,115312813,+,chr10
VAX1,118897933,118897933,-,chr10
DNAJB12,74114676,74114676,-,chr10
EIF4EBP2,72163901,72163901,+,chr10
NPFFR1,72043680,72043680,-,chr10
PLEKHS1,115511441,115511441,+,chr10
TCF7L2,114710006,114710006,+,chr10
MKI67,129924687,129924687,-,chr10
CYP17A1,104597170,104597170,-,chr10
INA,105036895,105036895,+,chr10
FUOM,135171523,135171523,-,chr10
LRRC27,134145697,134145697,+,chr10
MTG1,135207704,135207704,+,chr10
NKX6-2,134599651,134599651,-,chr10
PAOX,135192775,135192775,+,chr10
GSTO1,106014659,106014659,+,chr10
TAF5,105127733,105127733,+,chr10
PPRC1,103892797,103892797,+,chr10
ITPRIP,106098223,106098223,-,chr10
CNNM2,104678051,104678051,+,chr10
PDCD11,105156400,105156400,+,chr10
ADAM12,128077046,128077046,-,chr10
RGS10,121302225,121302225,-,chr10
BTBD10,13484769,13484769,-,chr11
ADM,10326620,10326620,+,chr11
GAS2,22647548,22647548,+,chr11
SLC5A12,26743560,26743560,-,chr11
LIN7C,27528314,27528314,-,chr11
LRRC4C,41481179,41481179,-,chr11
IMMP1L,31531153,31531153,-,chr11
SAA4,18258349,18258349,-,chr11
PGAP2,3819146,3819146,+,chr11
TUT1,62358995,62358995,-,chr11
SCGB1A1,62186505,62186505,+,chr11
SYT8,1856220,1856220,+,chr11
ZNF214,7041577,7041577,-,chr11
ZNF215,6947752,6947752,+,chr11
HSD17B12,43702291,43702291,+,chr11
APIP,34937911,34937911,-,chr11
PAMR1,35547164,35547164,-,chr11
DGKZ,46369016,46369016,+,chr11
EIF3M,32605383,32605383,+,chr11
TNKS1BP1,57092424,57092424,-,chr11
GLYAT,58499416,58499416,-,chr11
SERPING1,57365158,57365158,+,chr11
OR5F1,55762101,55762101,-,chr11
SSRP1,57103342,57103342,-,chr11
SLC43A1,57283175,57283175,-,chr11
PTPRJ,48002111,48002111,+,chr11
C11orf49,46958329,46958329,+,chr11
ARFGAP2,47198430,47198430,-,chr11
CELF1,47574682,47574682,-,chr11
C11orf73,86013340,86013340,+,chr11
CCDC81,86106216,86106216,+,chr11
SESN3,94964366,94964366,-,chr11
ENDOD1,94823010,94823010,+,chr11
CCDC82,96123064,96123064,-,chr11
KLHL35,75141237,75141237,-,chr11
TENM4,79151829,79151829,-,chr11
SERPINH1,75273298,75273298,+,chr11
CAPN5,76778018,76778018,+,chr11
INTS4,77705714,77705714,-,chr11
PAK1,77122997,77122997,-,chr11
RPS3,75110563,75110563,+,chr11
ZC3H12C,109963837,109963837,+,chr11
TTC12,113185310,113185310,+,chr11
NCAM1,112832142,112832142,+,chr11
DRD2,113346120,113346120,-,chr11
C11orf52,111789651,111789651,+,chr11
HTR3B,113779718,113779718,+,chr11
NPAT,108093365,108093365,-,chr11
ATM,108093794,108093794,+,chr11
AASDHPPT,105948389,105948389,+,chr11
GLB1L2,134201887,134201887,+,chr11
SLX4IP,10415963,10415963,+,chr20
LAMTOR1,71814322,71814322,-,chr11
P4HA3,74022685,74022685,-,chr11
GRIK4,120382457,120382457,+,chr11
ST14,130029677,130029677,+,chr11
HYOU1,118927845,118927845,-,chr11
GGTLC1,23969416,23969416,-,chr20
ADAM33,3662685,3662685,-,chr20
SLC22A8,62783313,62783313,-,chr11
CSRP2BP,18118752,18118752,+,chr20
TKFC,61100713,61100713,+,chr11
MTA2,62369337,62369337,-,chr11
TMEM138,61129846,61129846,+,chr11
FADS1,61584327,61584327,-,chr11
TMC2,2517253,2517253,+,chr20
ROM1,62379286,62379286,+,chr11
EML3,62380218,62380218,-,chr11
INCENP,61891483,61891483,+,chr11
ZP1,60640846,60640846,+,chr11
OOSP2,59807882,59807882,+,chr11
MS4A3,59824138,59824138,+,chr11
PLCH2,2398899,2398899,+,chr1
CPSF7,61197420,61197420,-,chr11
MS4A2,59856137,59856137,+,chr11
B3GAT3,62389458,62389458,-,chr11
EI24,125439373,125439373,+,chr11
CCDC15,124824098,124824098,+,chr11
CHEK1,125495871,125495871,+,chr11
FEZ1,125366161,125366161,-,chr11
ESAM,124632186,124632186,-,chr11
KIRREL3,126870666,126870666,-,chr11
MPZL2,118135009,118135009,-,chr11
SCN2B,118047329,118047329,-,chr11
SIDT2,117049459,117049459,+,chr11
TMEM25,118401917,118401917,+,chr11
TAGLN,117070089,117070089,+,chr11
JPH2,42815828,42815828,-,chr20
DUSP15,30458026,30458026,-,chr20
COMMD7,31331261,31331261,-,chr20
KIAA1755,36889137,36889137,-,chr20
SPATA25,44516261,44516261,-,chr20
OCSTAMP,45179293,45179293,-,chr20
DSN1,35402166,35402166,-,chr20
SOGA1,35491941,35491941,-,chr20
CNBD2,34542651,34542651,+,chr20
SPINT4,44350988,44350988,+,chr20
CDH22,44937065,44937065,-,chr20
LINC00266-1,62921738,62921738,+,chr20
LSM14B,60697531,60697531,+,chr20
YTHDF1,61847483,61847483,-,chr20
CABLES2,60982341,60982341,-,chr20
ORAOV1,69490115,69490115,-,chr11
GPHA2,64703365,64703365,-,chr11
SLC22A9,63137257,63137257,+,chr11
TRPT1,63993652,63993652,-,chr11
NUDT22,63993772,63993772,+,chr11
FERMT3,63974193,63974193,+,chr11
PLCB3,64019022,64019022,+,chr11
MRPL49,64889793,64889793,+,chr11
CDC42EP2,65082365,65082365,+,chr11
FAU,64889606,64889606,-,chr11
TM7SF2,64879344,64879344,+,chr11
VPS51,64863686,64863686,+,chr11
TBX6,30102549,30102549,-,chr16
PPP4C,30087324,30087324,+,chr16
ALDOA,30077082,30077082,+,chr16
FAM57B,30042124,30042124,-,chr16
DOC2A,30022316,30022316,-,chr16
HIRIP3,30006933,30006933,-,chr16
TAOK2,29985193,29985193,+,chr16
TMEM219,29973400,29973400,+,chr16
HMGA2,66218879,66218879,+,chr12
MMP3,102714338,102714338,-,chr11
CNKSR2,21392536,21392536,+,chrX
CNTN5,98891743,98891743,+,chr11
KLRF1,9980077,9980077,+,chr12
CLEC1A,10251584,10251584,-,chr12
MKX,28034748,28034748,-,chr10
MPP7,28623347,28623347,-,chr10
CCDC7,32735068,32735068,+,chr10
ITGB1,33247148,33247148,-,chr10
ANXA8L1,47174093,47174093,-,chr10
FXYD4,43867084,43867084,+,chr10
TRIM48,55029639,55029639,+,chr11
OR8K1,56113515,56113515,+,chr11
OR5M9,56230877,56230877,-,chr11
PCDH15,56560988,56560988,-,chr10
CTF1,30907936,30907936,+,chr16
CWC15,94706720,94706720,-,chr11
FCGR1A,149754227,149754227,+,chr1
ARID5B,63809116,63809116,+,chr10
KLHL1,70682584,70682584,-,chr13
CDH8,62070342,62070342,-,chr16
DCUN1D2,114145026,114145026,-,chr13
TMCO3,114145419,114145419,+,chr13
TMEM218,124981522,124981522,-,chr11
TIRAP,126152990,126152990,+,chr11
N6AMT2,21348100,21348100,-,chr13
LATS2,21635688,21635688,-,chr13
SAP18,21714685,21714685,+,chr13
ADGRL3,62066428,62066428,+,chr4
KIAA1328,34409094,34409094,+,chr18
FAM124A,51796507,51796507,+,chr13
MIA2,39703125,39703125,+,chr14
CTAGE5,39736593,39736593,+,chr14
HNMT,138722050,138722050,+,chr2
LYPD1,133427778,133427778,-,chr2
LYPD6B,149895223,149895223,+,chr2
PDCD4,112631686,112631686,+,chr10
ADRA2A,112836788,112836788,+,chr10
GPM6A,176733414,176733414,-,chr4
WDR17,176987028,176987028,+,chr4
SPATA4,177116736,177116736,-,chr4
VEGFC,177714076,177714076,-,chr4
CCDC102B,66382464,66382464,+,chr18
CD226,67615109,67615109,-,chr18
CNDP1,72201837,72201837,+,chr18
FSIP1,40075031,40075031,-,chr15
DLG2,84028380,84028380,-,chr11
CCDC83,85566426,85566426,+,chr11
RGS18,192127592,192127592,+,chr1
PRSS23,86511586,86511586,+,chr11
MTMR12,32313030,32313030,-,chr5
PPP1R1C,182819207,182819207,+,chr2
C11orf53,111126707,111126707,+,chr11
CCT5,10250400,10250400,+,chr5
FAM173B,10250000,10250000,-,chr5
DOCK1,128594021,128594021,+,chr10
DIXDC1,111848070,111848070,+,chr11
DLAT,111896135,111896135,+,chr11
PIH1D2,111944741,111944741,-,chr11
C11orf57,111945043,111945043,+,chr11
TIMM8B,111957480,111957480,-,chr11
IL18,112034817,112034817,-,chr11
TEX12,112038095,112038095,+,chr11
PTS,112097151,112097151,+,chr11
PIP4K2A,23003507,23003507,-,chr10
C2orf50,11273255,11273255,+,chr2
FREM2,39261214,39261214,+,chr13
FOXO1,41240753,41240753,-,chr13
CRIM1,36582921,36582921,+,chr2
SEC24D,119757277,119757277,-,chr4
ABCB9,123451010,123451010,-,chr12
RILPL2,123921023,123921023,-,chr12
DHX37,125473677,125473677,-,chr12
UBC,125399196,125399196,-,chr12
ITPR1,4535032,4535032,+,chr3
TKTL2,164394906,164394906,-,chr4
PRSS53,31100949,31100949,-,chr16
SLC7A11,139163503,139163503,-,chr4
NOCT,139936935,139936935,+,chr4
ENKUR,25305085,25305085,-,chr10
GPR158,25463670,25463670,+,chr10
LYZL2,30918679,30918679,-,chr10
CACNA2D4,1920906,1920906,-,chr12
DCP1B,2113621,2113621,-,chr12
CACNA1C,2162153,2162153,+,chr12
THRB,24536294,24536294,-,chr3
NGLY1,25824905,25824905,-,chr3
OXSM,25831585,25831585,+,chr3
UEVLD,18610228,18610228,-,chr11
TMEM86A,18720326,18720326,+,chr11
C12orf45,105380116,105380116,+,chr12
TMEM263,107349685,107349685,+,chr12
BTBD11,107712211,107712211,+,chr12
UBE3B,109915439,109915439,+,chr12
ANK3,62149575,62149575,-,chr10
IPMK,60027654,60027654,-,chr10
RAD9B,110940136,110940136,+,chr12
PLBD2,113796395,113796395,+,chr12
DLG5,79686512,79686512,-,chr10
MAT1A,82049414,82049414,-,chr10
SLC2A13,40499879,40499879,-,chr12
GXYLT1,42538676,42538676,-,chr12
TWF1,44200119,44200119,-,chr12
DIP2C,735608,735608,-,chr10
EIF4E,99850284,99850284,-,chr4
MAGI1,66024517,66024517,-,chr3
TEX30,103426136,103426136,-,chr13
CSNK1G3,122847962,122847962,+,chr5
SRFBP1,121297677,121297677,+,chr5
AKAP6,32798516,32798516,+,chr14
NPAS3,33403890,33403890,+,chr14
FAM177A1,35515572,35515572,+,chr14
MBIP,36789807,36789807,-,chr14
MIPOL1,37667242,37667242,+,chr14
EXT2,44117228,44117228,+,chr11
TMEM18,677406,677406,-,chr2
ALLC,3705799,3705799,+,chr2
KCTD14,77734319,77734319,-,chr11
THRSP,77774907,77774907,+,chr11
ME3,86383420,86383420,-,chr11
MSGN1,17997727,17997727,+,chr2
ADAMTS12,33892089,33892089,-,chr5
NUBPL,32030628,32030628,+,chr14
NEK7,198126128,198126128,+,chr1
ATP6V1G3,198509810,198509810,-,chr1
FER,108084651,108084651,+,chr5
VIPAS39,77923926,77923926,-,chr14
ANKRD50,125633887,125633887,-,chr4
UPF2,12084808,12084808,-,chr10
CDC123,12238187,12238187,+,chr10
SCLT1,130014662,130014662,-,chr4
CCDC3,13043713,13043713,-,chr10
C4orf33,130014891,130014891,+,chr4
FRMD4A,13749567,13749567,-,chr10
SLC25A31,128651589,128651589,+,chr4
PTPRO,15475442,15475442,+,chr12
EPS8,15942322,15942322,-,chr12
ACAD8,134123462,134123462,+,chr11
THYN1,134123232,134123232,-,chr11
VPS26B,134094574,134094574,+,chr11
NCAPD3,134093861,134093861,-,chr11
VTI1A,114206973,114206973,+,chr10
QDPR,17513713,17513713,-,chr4
FAM160B1,116581549,116581549,+,chr10
ANO4,101188676,101188676,+,chr12
TEX9,56657624,56657624,+,chr15
QTRTD1,113775629,113775629,+,chr3
DRD3,113918254,113918254,-,chr3
MMAA,146540537,146540537,+,chr4
ZNF827,146859975,146859975,-,chr4
POU4F2,147560045,147560045,+,chr4
EDNRA,148402249,148402249,+,chr4
NR3C2,149363538,149363538,-,chr4
AKR1C2,5046049,5046049,-,chr10
DPYSL4,134000454,134000454,+,chr10
VENTX,135051359,135051359,+,chr10
ADAM8,135090372,135090372,-,chr10
ITIH2,7745320,7745320,+,chr10
KIN,7829956,7829956,-,chr10
PIGF,46844178,46844178,-,chr2
ANKAR,190539396,190539396,+,chr2
INPP1,191208315,191208315,+,chr2
MFSD6,191273081,191273081,+,chr2
RNF144A,7057570,7057570,+,chr2
ASAP2,9346941,9346941,+,chr2
ADAM17,9695959,9695959,-,chr2
FLI1,128563967,128563967,+,chr11
KCNJ1,128737191,128737191,-,chr11
TMEM45B,129685745,129685745,+,chr11
WWC2,184020432,184020432,+,chr4
CENPU,185655243,185655243,-,chr4
